frame,FaceRectX,FaceRectY,FaceRectWidth,FaceRectHeight,FaceScore,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,y_33,y_34,y_35,y_36,y_37,y_38,y_39,y_40,y_41,y_42,y_43,y_44,y_45,y_46,y_47,y_48,y_49,y_50,y_51,y_52,y_53,y_54,y_55,y_56,y_57,y_58,y_59,y_60,y_61,y_62,y_63,y_64,y_65,y_66,y_67,Pitch,Roll,Yaw,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43,anger,disgust,fear,happiness,sadness,surprise,neutral,input,frame
98,555.2986840012722,255.18366605548468,237.0016300890585,336.5185625797194,0.999549925327301,551.194722042828,552.712809000844,556.1477874813819,561.244741486461,571.4128648484273,589.1426055721923,612.7164172519896,639.8061477397052,672.0925228431398,704.987403609057,733.7714231710897,758.733706564551,777.5361488272991,788.653670758331,795.081961066437,800.7380237265294,804.4721462480366,569.1284713844793,584.6649223954337,605.6490166791367,627.3196023990828,647.2961638112278,698.8786142765373,720.4774242010038,743.0668460096969,765.1047350961825,781.141570752418,671.1538292657038,670.6015022439489,669.7352584131239,669.0968702388747,645.9717054201923,657.1012381231708,669.0518478963379,681.5391514319829,692.9605531141656,590.7090364890352,605.2441646067124,623.7358672585808,638.2640151681127,622.3398737688982,604.0972682690821,704.1822245646613,719.1264169493331,737.7040724401211,752.1760417089255,738.6403831189144,720.7807262797563,625.5392642071131,642.4423918335399,658.5262235463395,669.1161259854822,681.3288546093448,699.2411037064248,717.6995901953952,701.0981519789426,683.5085329162724,669.9761598380263,657.4493699869942,641.804027728974,632.8565201270409,657.8065279820397,669.1936062958945,682.0034796917412,711.4573585388849,683.3512134664885,670.3412367588642,658.575349769872,386.47223101483087,420.1787294654156,453.88341065491437,487.67869013220167,519.5740050917198,547.3677016057251,570.064426062389,588.0200246590192,593.2581894783607,588.0053662219141,570.9332453493226,548.3712629795452,520.247595177736,487.4571527674815,452.89470027566523,418.04707017659075,383.3809014196093,367.5938368665574,353.3212849235578,348.23771967979184,351.2728585994441,358.45159349221365,357.5600042849165,348.4612548282224,344.78508006916246,348.38160824631694,361.7676496851871,383.256942550823,403.47541631456727,423.0374496416176,442.97979599900924,467.92831153364597,470.97411332298213,473.05926998374986,469.4159623771806,465.3401225624387,387.69388778866505,375.29097256252777,375.4512405485109,390.071888250809,394.65283036875076,394.8421624972698,388.23948733394906,373.0299026216583,372.50419666958834,384.3770974703521,392.018764581251,392.6842913233753,512.5517231401368,504.0011366499939,498.5262224261123,501.3722939837614,497.4135531780768,502.2899506580286,509.7463534168793,522.8634883543749,529.0590729647282,530.4618300354067,529.4618791140753,523.7650664802246,513.1264108976397,510.51593339973425,511.22192127941776,509.1182309625402,510.5480664268856,513.9193866126229,515.5840940462142,514.3030814334621,-0.6257146939338973,-0.5591404037986732,1.9986324830106246,0.27413285,0.47223485,0.6614408,0.6473159,0.12532511,1.0,0.13449177,0.54621226,0.46279842,0.16208985,0.2946285,0.28960449,0.4385991,0.0,0.5326058,0.56359625,0.19703154,0.15861177,0.34551647,0.044660807,0.011238388,4.7426824e-06,4.4906992e-05,0.0014508984,0.0009828084,0.014001361,0.9722769,testfilmpje.mp4,98
99,551.9231572041984,258.3194263392857,243.15601145038158,332.91085140306126,0.9995458722114563,553.8677990471444,555.0449750764079,558.2087800131188,563.2391436643538,573.4246260998478,590.9233536087012,614.1303204791902,641.1016575557647,673.5701973846873,706.6929739187502,735.6165916125804,760.2813070623017,778.8489331220305,790.1055047792477,796.8664150593389,802.6226408277746,806.2730842439657,570.4753938009122,586.3418274590057,607.2356602191979,628.6856495408216,648.567047100653,699.3717757577485,720.9932207906556,743.6970715270284,766.1412563330429,782.8236196353045,671.816470124634,671.4258282703936,670.7770325249126,670.3502922249663,646.7609223275549,658.128218109134,670.1984453989329,682.8385923778798,694.4110016233841,591.3735483737006,606.1677915217372,624.714463338576,639.3210112370897,623.1005580265341,604.8331848369429,705.1526465732196,720.4693409067664,739.2137207676002,753.8555932335312,739.8876616045492,721.9229224490605,625.8224903663025,642.9217478555162,659.3359563778852,670.1575846252974,682.6335503488733,700.8444780466797,719.6511253451921,702.6544483995808,684.7499526924008,670.9706330610683,658.219928639237,642.4673027128398,633.2306248236581,658.4120409479146,670.0845900439574,683.1448576870285,713.4549795342651,684.7799315467173,671.5869497300697,659.5841331921134,388.8954875946962,422.4621845267112,456.2529847052707,490.2070255794349,522.1560787719833,550.2160244841517,573.5801243646758,592.1723716598004,597.8466377645688,592.765972024578,575.3621636642703,552.0874764906232,523.2213639065421,489.9564795070618,454.98377668876884,419.8112942138316,384.9378025921308,366.79554766306853,353.54957304238496,349.29206377919553,352.64632611562865,359.7604820698935,359.05190720307695,350.1575335396508,346.2999526701643,349.38617928490305,362.04656615755056,384.56749587814954,405.00638345123275,424.78380748654246,444.8598294830344,470.56851864982997,473.5795481065613,475.5469372091734,471.99600263507006,467.9501193192496,387.9969315609505,375.8325292363449,376.234945946391,391.0680020670535,395.4329494483333,395.3836236368031,389.6211473129599,374.3479211275899,373.87036678863535,385.64004356280105,393.367027780859,393.99461926123365,515.2910878149919,506.5495491606445,501.08777812809234,504.0265630701326,500.04387584593707,505.00631679507694,512.6251366400351,525.4240358205134,531.563224189403,532.8754836503879,531.7735762140508,526.0012299655737,515.8452799161527,513.4959997368707,514.2632345779593,512.1752157088918,513.274075255354,516.1170897827311,517.707683499558,516.343800403817,-0.6476282853958475,-0.5662358209900031,2.0193953470883486,0.3496575,0.4850344,0.59795517,0.62967664,0.14084718,0.0,0.17853704,0.04050255,0.46022794,0.09166243,0.30157316,0.30391893,0.4955948,0.0,0.44959965,0.5622579,0.3348577,0.10490353,0.45375276,0.024044823,0.021361131,1.4638095e-05,9.580267e-05,0.0017040317,0.0014478628,0.025732175,0.94964445,testfilmpje.mp4,99
100,551.7695411895675,258.5272676977041,242.83297550890586,332.78152232142855,0.9995412826538086,553.5538323567225,554.6851420688794,557.8084856436635,562.7995015475225,572.9894115222872,590.5828999766892,613.8811546820225,640.846060349954,673.2367682660927,706.3211492139201,735.272138147151,759.9472658645649,778.536003623225,789.8330698355936,796.6225823745923,802.4267712056755,806.1448710327694,570.0560288659964,586.0403091862538,607.0163194820493,628.4967500121221,648.3837295897742,699.4321426876016,721.0687525951382,743.7583802057908,766.1050629912514,782.6740252025426,671.5907854404627,671.1187959616213,670.3913116359165,669.8847372854065,646.410666231428,657.6750160596887,669.654972821388,682.2576952970188,693.8227526106391,591.0239820530102,605.8197019642205,624.3419358471458,638.9499739186393,622.7321326532684,604.4892317101015,704.9258769549022,720.2128186755169,738.914927214465,753.5796268737132,739.566136783623,721.654648408027,625.408485208585,642.4282765746201,658.7844811290555,669.5906111606912,682.0768685454235,700.3697426049488,719.2262334409677,702.2540111499707,684.3323591541389,670.552299096021,657.8085593649175,642.0741922312305,632.8024356217459,657.8959260348834,669.5559072770758,682.6250851760332,713.0717924511742,684.3358819077569,671.1294475308381,659.1336978838308,388.49627766088173,422.0269772106785,455.799628047821,489.7325284709994,521.6541507997929,549.6124372844216,572.8110313857101,591.3245059893691,596.9831194074266,592.0147990817757,574.7082960352957,551.5319809704023,522.7599145976218,489.6302734065196,454.82530104376707,419.8323136078473,385.1273231813954,366.39087969586615,353.1509077524082,348.9137492216108,352.36811857513936,359.58230144302934,359.0911034360141,350.2583818973697,346.4753134486516,349.68489903050653,362.3632178945889,384.4624034359943,404.92881647783724,424.72777481981745,444.806661161289,470.3597638108262,473.40906410306127,475.4169860605535,471.9379098269201,467.93846575817093,387.5331139774146,375.4064511891972,375.84721193326254,390.6847288401027,394.98002470679216,394.8974304158832,389.5803217784645,374.43382605597895,374.01278559145777,385.78982698428143,393.3979631976566,393.97643266508044,514.9219782166441,506.12544821094684,500.65018459775166,503.60441814707883,499.6444384398072,504.66486219565974,512.3617932223594,525.0493712158838,531.091631544855,532.3602036855707,531.2506791102306,525.5293701987281,515.4780972405048,513.0498250877815,513.8246404646312,511.76099711376196,512.9958888736029,515.6668739901298,517.2183375278062,515.8595543316019,-0.7671101970465635,-0.6951934871169685,1.9604479728652207,0.27415848,0.4214384,0.58071053,0.63747483,0.1392039,0.0,0.1408481,0.034941856,0.4605463,0.121621296,0.32055008,0.6235039,0.51678014,0.0,0.44874254,0.5622579,0.5413532,0.23836422,0.39013228,0.04324093,0.014111056,9.589072e-06,5.8824102e-05,0.0013538256,0.0011578399,0.016430458,0.9668784,testfilmpje.mp4,100
101,558.388199745547,257.66269276147955,233.49231671437656,333.69960841836735,0.9995772242546082,553.794416306938,554.5979881134778,557.4805511310888,562.4977716332504,572.6953746680189,590.6093889157428,614.5212666122158,641.8965901708655,674.2709467730461,706.9070404767281,735.4270043943684,760.2329317304574,779.2335272910839,790.5853179072213,797.2665834678372,802.763826377152,805.9071538729843,568.7731430014667,584.2338731517921,605.0382612384352,626.568775257088,646.858842540184,698.1314246110398,719.8613085010077,742.6197862619578,765.024897454631,781.6353697609054,671.5168237314932,671.0408946959349,670.215823738002,669.6230605685892,646.3894533519548,657.7680119928355,669.9106825767635,682.7320413315091,694.552696038645,593.4591035213584,607.9079892089613,625.0038423009486,639.8165965014445,624.6645936877635,607.8178872977661,705.5225738915944,720.251455743497,737.4121344754329,752.5746989038698,738.3602213937103,721.603175355873,626.1912780842499,643.0315281651141,659.0149866416934,670.0878790241047,682.5817919193305,700.5044344692789,719.0344713069347,702.3731839095519,685.242364115604,671.5394745165859,658.7271856230996,643.0869617250482,633.2668439290898,658.281712226928,670.1382286881224,683.2805053890867,713.0981755084978,684.9628691804793,671.808193024451,659.6683388711247,392.2002985359247,426.48693991242345,460.44027582166774,494.48963291998183,526.4942614015348,554.4996539010407,577.3294255451007,595.3057950889829,601.0886431557445,595.8388642504755,578.2994949429041,554.8802300530957,526.3061333845703,493.2687341222444,458.2883557656543,423.40423727869336,388.49683550315734,372.1720996286376,358.7411865271212,354.4293386823245,356.7526433140565,362.90377548406116,360.21166165185537,352.2062082813969,349.0900665012868,352.4707021433598,365.49184846039947,387.3859803773579,407.0493441154861,425.88856774986334,445.40910504121223,471.99704530226734,474.548397274533,476.4729263615513,473.22438847511,469.6873335283965,395.87344913764093,385.93812023563237,385.1353420419528,395.85789909919225,400.2532612717432,400.99244303035533,394.102809341333,382.5961389101635,382.29799108931707,391.4164119085262,397.52677743897556,397.86162239583854,518.2133348633783,508.83378557809465,502.5543864754376,505.3848514939329,501.34663897652626,506.2100417921455,514.1813280405177,526.6976411062486,532.9379204652106,534.3552533633816,533.3983113963483,528.2484441732681,518.4914215832024,515.4408453527752,516.185886719122,513.9951094680289,514.704778375464,516.994631926788,518.7235861633867,517.4985820600267,-0.8222582641052391,-0.5437470079691802,2.5638311835729923,0.25966626,0.49265465,0.46255398,0.41012853,0.119653985,1.0,0.1452457,0.29179814,0.46303123,0.07711884,0.2861491,0.22986145,0.47844747,0.0,0.48620638,0.5585926,0.006203373,0.15596542,0.20565592,0.02731021,0.030827101,4.0181163e-05,0.00014117517,0.0012319726,0.0024608078,0.030832306,0.9344664,testfilmpje.mp4,101
102,558.9169350349872,264.04490122767857,228.05815640903313,328.6784882812499,0.9996201992034912,553.0327605832601,554.5497498855211,557.6620660802064,562.7914591463184,573.4576195545259,591.6593988880046,615.1779079735027,641.6355254271645,673.1611600407131,705.2145110786572,733.2902003023736,757.6898706316268,776.5040807735221,787.8887912435026,794.229310841429,799.6063879845352,802.8714474931041,567.0357943656084,581.023612001139,601.485515149072,623.6275888724964,644.7555819329192,691.5900355167316,713.2941263536563,736.7288026395377,760.1238193816856,778.2159766331082,668.9706014700836,668.6296751492646,667.8263636856357,667.136212396139,645.2045434838668,656.2235374795803,668.2954606243767,681.1133569831484,692.998078618313,591.6073031269417,605.8837632508887,621.3831337515205,637.0805786361036,622.3899148956547,606.9382557429819,706.2744811485157,720.8979681573593,736.0560244400343,751.450110253879,736.6117047217333,721.3699331840288,626.4644216953062,642.4460423739908,657.7482906018282,668.4756447221506,680.2239676182867,697.6844402579036,715.7338347884897,699.53087765204,683.0553346177901,670.1450834768273,657.9792304523705,642.9156682633745,633.3797225703576,657.6857451269599,668.9165779777899,681.1538863568273,709.5313360448956,682.3164258335078,670.0333573466595,658.5005524512204,391.6780391032412,425.6019006667877,458.80279249208104,492.2136189501777,523.661192203343,551.043768013964,573.2593658767046,591.3203032857572,597.1671591262104,591.9433836337773,574.0529093851342,550.0037335061008,521.2539025656693,488.9228171770041,454.90038272260153,421.09517066541105,387.08745279333044,375.90421374587226,362.1108618754647,357.3561950762314,358.88559120967517,364.98314614578493,361.9501431613371,353.1014218975949,349.2836089675491,351.9372720600693,364.09236975479394,389.0960782089349,408.23271315361825,426.6741423915535,446.22371147119657,470.783477528265,473.575443582127,475.7694368118025,472.1042085104476,468.09871213796225,404.87358271188435,401.5487517807059,399.31244249962555,399.8248193553868,406.7076661699022,408.60702213721225,396.4482570513659,393.38401071563067,393.7772678866871,396.1782336255676,401.3818854846659,401.1650980024267,518.2911677354709,509.3649023075293,503.24600127437736,505.5586205014913,501.83396165682996,505.90732827398534,513.2739415917288,527.0390004799887,533.5137089787037,534.890790836007,534.0194563197448,528.7089329219316,518.6572956157934,515.3214272478734,515.9560034565252,513.8733484598796,514.2268285426153,517.5437017052379,519.2259058020883,518.2301385857781,-0.569822555548325,-1.2050569401332847,4.899002544462972,0.42684156,0.44421756,0.5758173,0.3781484,0.15297762,1.0,0.25430298,0.26507547,0.49497402,0.17465886,0.39042255,0.12574026,0.5508405,0.0,0.44861433,0.55764735,0.13424078,0.5777117,0.1503728,0.73409367,0.014512858,0.00010406182,0.00048216555,0.0015328933,0.0095144985,0.089934655,0.8839188,testfilmpje.mp4,102
103,558.3538585400763,263.57423485331634,229.33578840648852,329.01224378188766,0.9995916485786438,553.8779169511923,555.1410747268346,558.035984360071,562.9886187568536,573.5903757548808,591.6380426645161,614.9060176851114,641.2206299992498,672.9173560017587,705.3905228610587,733.8439480481659,758.4396430523991,777.3817265757904,788.8868838299658,795.4416364191635,801.1236519769329,804.8399030293278,566.4878268916823,580.3555644309926,600.6686800370982,622.5776482304142,643.5284553664138,692.429250723729,714.1005965750602,737.5506447880235,760.8745572492624,778.6464492819346,668.8159790827876,668.4075675210004,667.5612107466023,666.8279407921507,644.7423590136308,655.893171289897,668.2378725759098,681.254940957146,693.2726658994393,591.6549274409829,606.447368294137,621.7041581497218,637.1414092015938,622.4163780239649,607.1350317025359,705.8601902739166,721.1189921830037,736.1956267685647,751.7287739376527,736.0121886744056,720.810312583121,626.7921355021211,642.3889976987828,657.4779752324368,668.1694392240413,679.8310895283972,697.3699363466425,715.5332963326613,699.2567483432415,682.7852782583863,669.79743760171,657.5060733831009,642.6384923330706,633.4784010854445,657.3811495700356,668.5864049548121,680.7632468533153,709.3642932289615,682.1613063447712,669.8906039153438,658.3445937385951,389.1306450235273,423.2246327596982,456.60197645719967,490.1861851408084,521.9739477395013,550.0706864361443,572.9988715091368,591.6415002861299,597.8818783403858,592.5658447249338,574.5248552443194,550.0367756864736,520.8918865454629,488.31838763812607,454.12011434528216,420.17641876925853,385.97820430838846,376.6037411148042,363.00294188999936,358.3645820138032,360.0295739365672,366.05755679918326,363.23401035010824,354.88701227892057,351.3230183745961,354.15320107031033,366.20914326275295,390.53771757336204,409.6939377148164,428.0326758145902,447.51504865213155,471.6410997762964,474.63221145301213,476.87465096454804,473.28441799993016,469.17940526498114,405.8355603802311,403.9030006408424,401.7278413744895,400.65636993572633,407.8201628836008,409.61519700114656,397.82233962892866,396.47476973734683,397.3679920620358,398.4946243593889,403.67703879605523,403.1076394212927,518.2640034746927,509.79777652549893,503.98969581437353,506.3122174085808,502.6823552264434,506.64628888833477,513.7468845300048,527.5567490567352,534.2454973493508,535.6167059279862,534.6581448132482,528.827990345571,518.7221162879056,515.8807908163627,516.6150373815788,514.5397748066569,514.6388478504554,518.0797887984801,519.7804564301273,518.7149623198973,-0.38952105960520034,-1.5374260753517437,4.9751599740001025,0.42589423,0.44247007,0.58519787,0.3492585,0.13016613,0.0,0.26303184,0.1679998,0.50680006,0.20867665,0.39519745,0.383776,0.62638134,0.0,0.43728757,0.55764735,0.06797408,0.28515777,0.24669221,0.6602061,0.0066183945,6.384228e-05,0.00041893055,0.0023362995,0.010527124,0.07076684,0.90926856,testfilmpje.mp4,103
104,557.7594227099236,263.3407344547194,229.8714813931299,329.79959095982144,0.999567449092865,554.8413905434652,555.7921671106857,558.3280784556965,563.1769958984038,573.7848158912876,591.7413379576443,615.2175572553358,641.7550998273532,673.5236797533165,705.8500004769415,734.2531699765464,758.8404479123817,777.8505537626484,789.6419453023213,796.3742994468605,801.876552535078,805.4450651551374,568.2216498367886,581.7192236463518,601.6309286772745,623.2334299843775,643.9003048269204,694.368003637917,715.8669015960381,739.1263959919144,762.1374971125676,779.6044273054903,669.9477601542998,669.6583336309994,668.9606622627181,668.4187615490365,645.7125731990895,657.2459235196108,669.9259874104222,682.9009151132269,694.843583583005,592.7547023175983,607.9192297155041,623.0862811476404,638.4177014631342,623.5610472686072,608.3189942772523,706.9489932878986,722.7818354129636,737.7303691713078,753.0866406088765,737.0367315399743,721.8699513825451,628.1817637099366,643.7118396728467,658.9113497134073,669.6068150257679,681.1953992355519,698.4427384504069,716.314552040854,700.1285102472308,683.92654580776,670.9853859087046,658.6761545424088,643.9212519521244,634.8302939700022,658.5407530799415,669.7780837223262,681.8742700871805,710.30680802246,683.5140667184385,671.3546969359502,659.7832620054718,390.6299979741957,424.2959439684693,457.3623374765405,490.8079848195976,522.4153803913728,550.477805269838,573.2278221767997,591.7795209503887,598.1863454464872,592.8408183716205,575.142101633366,551.0646078448099,522.1927935969752,489.7606521485019,455.6822742431168,421.8005822948837,387.4735516341208,377.6165374684397,364.3847008235212,359.5285533201438,360.4954707324327,365.5937368091142,361.8841967250545,354.24155081468166,351.5291339918115,354.935778173639,367.00876465376575,391.23323036077187,410.2429116071492,428.4001061893961,447.6537695483693,472.23847627176406,475.18607647108024,477.25745936667664,473.678024991021,469.6498786608261,407.1536116543415,405.4289532179918,403.2413114186026,401.7613545625501,408.88560630233354,410.6434428148086,398.72800796670623,397.7932660935821,398.9617759968546,399.9092559866569,404.8652443767753,404.0788661792937,518.152027095627,509.87640293732403,504.2739197421339,506.49580112737175,502.9393189508416,506.76330157761214,513.7995541613443,526.7240719468506,533.338173908228,534.7705043613672,533.9109645548539,528.2986211137907,518.5959504618593,515.8768579222857,516.6071766118309,514.4725277367331,514.5066139933996,517.9414707447587,519.6914756743872,518.6571877783341,-0.6982606862476453,-1.3339109275859333,4.453361073317266,0.52589697,0.48992103,0.5747431,0.38755018,0.13988602,0.0,0.30536357,0.11895638,0.50189173,0.16453771,0.28681841,0.1760636,0.6209826,0.0,0.56479526,0.5599334,0.44054845,0.51220095,0.10747427,0.66393745,0.008804718,0.00010748547,0.00049441005,0.0023735496,0.011438235,0.05272968,0.92405194,testfilmpje.mp4,104
105,557.4519421914757,263.44637826849487,230.13502902353696,330.119843351403,0.999535322189331,554.8972997287237,555.7471668476842,558.3294826460767,563.2568961723862,573.7768735803829,591.6249094989433,615.0084272621258,641.4382014256762,673.2495661508818,705.7183719098099,734.3636846958473,759.143640413144,778.3240312874342,790.1651007218203,796.9165775310005,802.4779145278818,806.1766888576379,568.0957292386956,581.9758847359046,602.1285001711703,623.8470051588951,644.5555181737369,694.4058101220131,716.2507928477066,739.848282656343,763.1441054099454,780.8686032859307,669.725154717799,669.2464802208378,668.3634972561757,667.6459754599662,645.2070207866436,656.6259310728651,669.206882878063,682.1147902022852,694.064522112193,592.1601819867401,607.2735101866522,622.7067339142409,638.1620702903143,623.149577184213,607.6819035322898,707.1073484683865,722.9622945219328,738.209514631329,753.6839059004373,737.704477323868,722.2983956031485,627.7987585765999,643.214155235736,658.3114036560238,668.9705856760237,680.600386640238,698.0276565192942,716.3286652606295,699.8721323858435,683.4961636932567,670.5356370020853,658.2837185728971,643.5883701951684,634.5102720568317,657.9574241901862,669.1684543298422,681.3312256107617,710.2533892280666,683.0004531302179,670.800681827755,659.2468997335849,390.3133611381512,423.8749189692025,456.88039032458806,490.2866637640119,521.9573363205091,550.1615059013805,573.1899698522158,592.1266139349347,598.7338921917438,593.5566990050025,575.9255157972618,551.8291514160865,522.880329838142,490.28248443803034,456.01333366147725,422.0111520895064,387.53944567491254,377.62407742558844,364.60602006913905,359.94378123456096,361.11895103176204,366.3902616951287,362.83242746019863,354.91914525215395,351.99420736530874,355.3296990968161,367.440830909251,391.36128580701967,410.2885323092826,428.3918376808778,447.5888750230608,472.21152752177295,475.17230844161304,477.2584296307374,473.7128736416291,469.8010245228446,406.40888997376885,404.28086927077806,402.2347822466357,401.57969060802714,408.51630919699153,410.1845095939607,398.9127965855322,397.29930521850304,398.33452662534825,399.8076563918257,404.8911217001263,404.1857600896825,518.0538930777103,509.9032629331281,504.39129865165677,506.692005798526,503.08942680238044,506.91554070851396,513.7728465518726,526.8118713742635,533.3633780606289,534.7610438393255,533.8479673663946,528.2480011191976,518.5276444703371,515.9274425734638,516.6907480593816,514.5608265894896,514.5346172570626,518.0168694441556,519.7543592879781,518.6484199076021,-1.2592732218578366,-1.505491996164337,4.423038194023054,0.41317338,0.42772755,0.6371616,0.36281934,0.14109826,1.0,0.27614674,0.14740042,0.48040822,0.19966753,0.43502763,0.18324746,0.57295847,0.0,0.33336326,0.55764735,0.8359217,0.4537004,0.24748836,0.59865445,0.012167312,0.00016098689,0.0005916743,0.002298912,0.012279077,0.034843747,0.9376583,testfilmpje.mp4,105
106,556.7937440362595,262.51582294323975,231.47950461195933,331.6036815210459,0.9995050430297852,554.5130533546991,555.3674579701265,557.8874395702132,562.8255096256016,573.5339668306044,591.7047805341406,615.5222794094918,642.2672257324236,674.0937368793541,706.4245313358391,735.0598492786689,760.0511353612513,779.4470504756366,791.3748100053851,798.1442527985364,803.7372756705199,807.4588184239606,568.2473408668188,582.4004730058113,602.7243960646634,624.5444240428177,645.2707016892242,695.2346195344696,717.2288809953031,741.0368214587949,764.5045725890346,782.3017187996668,670.4631057702247,670.0843388764529,669.3065142170832,668.6826558867108,646.3428803693931,657.7082708559795,670.1781559933515,682.9324928265819,694.7844966057617,592.2564289764082,607.2526996126314,623.011188369754,638.719003313135,623.6403477052147,607.8872904029702,707.7287208964287,723.3813437197178,738.9725365511557,754.7116594440517,738.8719716224108,723.1923575517368,628.5068008260877,644.1377334070803,659.2961175546176,669.8718243100483,681.3902205408172,698.8663891144905,717.2782147339328,700.7891478594361,684.3885970967497,671.5145785110554,659.3360589083927,644.5191092966451,635.2568184596535,658.9545762871818,670.0897584722591,682.1580242845276,711.285778324198,683.8356560156573,671.7245670951695,660.2315848552381,391.8363583151523,425.45950697858456,458.59477342874226,492.14591380829006,523.7525221870934,551.7449835665496,574.4398078340673,593.0780942883345,599.5344101500491,594.2154741451826,576.657430539899,552.7695362144264,523.8940483497869,491.22081133641063,456.90473710852444,422.768588717775,388.18109591392357,378.5071885543129,365.4575845517557,360.78950998371846,362.04010839890725,367.4576170084586,363.8239262588084,355.68677671658196,352.58709996945373,355.9411775245344,368.14993776025136,392.5371227260568,411.33190149161146,429.28303774938445,448.3333557937831,473.72747082679115,476.4825466659628,478.4489467950806,475.0400803283488,471.29159376381057,407.23754509843553,404.2770345587157,402.23785530604727,402.70054885084846,409.6731494027651,411.3654745238375,400.1329175003258,397.30253655531334,398.0167847308383,400.16002733842856,405.6636802454331,405.2603057777053,519.585766160664,511.49069260513414,505.86797461739854,508.14939912943873,504.51286220256,508.33608463749346,515.0832560938306,528.1048252506857,534.6756523095656,536.0828260495446,535.2052310192396,529.6978069274072,519.9971573609191,517.473878938876,518.2246530555018,516.0683654689471,515.8285276011478,519.3864863183728,521.1401346996504,520.036505761105,-1.272984575340123,-1.423488255761575,4.41447665661,0.42304733,0.579226,0.4435004,0.46908954,0.1376719,0.0,0.24243371,0.04113909,0.4713166,0.2393324,0.34710732,0.20425975,0.57684684,0.0,0.37817553,0.55764735,0.84796214,0.29251844,0.09413925,0.7354419,0.01323367,0.00025092182,0.00041901763,0.0026186705,0.012658964,0.028648704,0.94217,testfilmpje.mp4,106
107,556.4127604166666,262.7141087372449,231.58362158078876,331.6547802933673,0.9995250701904297,554.1907419146463,554.9503554138723,557.4041085923546,562.2761983042469,572.7867638007126,590.8509192439348,614.5393885580609,641.1885043702049,672.8963648652737,705.0975438807203,733.7837928557781,758.9481850253023,778.5999870641299,790.5179609316466,797.358497339067,803.0933369993569,806.987839536599,568.779719121217,583.3128907969555,603.8737121520395,625.8190562731289,646.5814773322633,694.9205365225822,717.1196801651912,741.1021100055973,764.7131750914107,782.4821542661826,670.5304831586661,670.0641719058135,669.212345845598,668.5567939456827,646.0788124232998,657.4182472095399,669.7933282721141,682.4379126867759,694.2584611280957,591.910987111764,606.880711044211,623.0225408985239,638.7458826456409,623.5820550974511,607.5152810134053,707.5322543855042,723.0373674478639,739.0275912883407,754.7909635703269,739.286490996525,723.3101918517331,627.782829774364,643.6826498409824,659.0411621889772,669.6667961992302,681.2872631316,698.8235314636663,717.2320503244058,700.5399221898602,683.9734721434546,670.9881478159872,658.745149727132,643.8425822060714,634.6211600545295,658.5438228237638,669.7643520953186,681.978255398386,711.2705726018112,683.5053936166181,671.2709116534031,659.6985881109692,392.5377688289428,425.9473718396682,458.9348335862381,492.3846094626233,523.8125764578875,551.6998278178577,574.3959905814011,593.0557707312271,599.5492572274566,594.342962958229,576.9853672120198,553.4570437591685,524.9480677838598,492.38522622938274,458.1967061059499,424.20364174077116,389.71759096039295,378.47862985144957,365.2711983251797,360.54712077465956,361.95623118474873,367.6266424404732,364.94460846514414,356.90041614393135,353.8731351140929,357.3124044783543,369.6646770317277,392.7101432773138,411.3706825246899,429.2031886756867,448.1269449985634,474.0144250281643,476.66308243308697,478.5977611485343,475.3663540431115,471.905604590362,405.6229500669473,401.1587922619445,399.4284175355697,402.2330457652415,408.51590641311395,409.9994439658116,400.8422841662463,396.1661958139722,396.60436115297466,400.2730321690592,405.8003298147894,405.5832753590548,519.5140442495994,511.3560703221646,505.5553552276042,507.9652052876219,504.2974831434752,508.37573473144084,515.1919800172576,528.4343181699335,535.0868830465079,536.5267724900742,535.5691472088121,529.993172432681,520.0031402898545,517.4474248912235,518.2441214918623,516.1282082363261,516.0022929302016,519.5813429917762,521.3140780370959,520.1433598404388,-0.7124846287781802,-1.302873953905802,4.922535546011367,0.42584914,0.49278754,0.5644646,0.35328057,0.13079049,0.0,0.32064,0.5041431,0.47614866,0.16709046,0.45939797,0.30760598,0.63246095,0.0,0.5273932,0.55764735,0.51687026,0.4624211,0.27232224,0.4368615,0.009667647,0.00021373041,0.0002597788,0.0029281306,0.008848224,0.01375606,0.96432644,testfilmpje.mp4,107
